user_id,age,sex,occupation
5542,63,M,Executive
5543,43,M,Technician
5544,43,M,Scientist
5545,53,F,Self-employed
5546,36,M,Sales
5547,36,F,College
5548,36,F,College
5549,68,F,Homemaker
5550,53,M,Scientist
5551,53,F,Writer
5552,68,M,Executive
5553,53,M,Administrator
5554,43,M,Educator
5555,19,M,Student
5556,63,M,Doctor
5557,53,M,Sales
5558,19,M,Student
5559,68,M,Educator
5560,53,F,Technician
5561,43,F,Administrator
5562,53,F,Educator
5563,43,F,Executive
5564,63,M,Writer
5565,36,M,Technician
5566,53,M,Executive
5567,68,M,Administrator
5568,36,M,College
5569,36,F,Educator
5570,43,M,Educator
5571,43,F,Homemaker
5572,43,F,College
5573,53,F,Educator
5574,43,M,Other
5575,53,M,Executive
5576,43,M,College
5577,68,M,Educator
5578,36,F,Educator
5579,53,F,Executive
5580,63,M,Executive
5581,43,M,Other
5582,63,M,Educator
5583,74,M,Scientist
5584,68,F,Other
5585,43,M,College
5586,53,M,Writer
5587,43,M,Technician
5588,43,F,Writer
5589,43,F,Other
5590,63,F,Programmer
5591,36,M,Other
5592,43,M,Educator
5593,68,M,Self-employed
5594,63,F,Other
5595,43,M,Writer
5596,53,M,Programmer
5597,36,F,College
5598,36,M,College
5599,53,M,Executive
5600,63,F,Other
5601,53,M,Educator
5602,53,M,Other
5603,68,M,Executive
5604,53,M,Scientist
5605,36,F,Artist
5606,43,F,Sales
5607,36,M,College
5608,36,M,Administrator
5609,68,F,Educator
5610,43,F,Educator
5611,53,F,Executive
5612,43,F,Educator
5613,53,F,Other
5614,43,M,Other
5615,53,M,Executive
5616,63,M,Educator
5617,43,M,Sales
5618,36,F,College
5619,36,F,College
5620,53,M,Sales
5621,43,M,Executive
5622,53,M,Scientist
5623,43,M,Lawyer
5624,43,M,Executive
5625,43,M,Educator
5626,74,M,Self-employed
5627,43,M,Other
5628,36,M,College
5629,43,M,Sales
5630,53,M,Technician
5631,53,M,Programmer
5632,36,F,College
5633,68,M,Educator
5634,43,M,Sales
5635,53,F,Homemaker
5636,43,M,Executive
5637,19,M,Student
5638,36,M,Educator
5639,36,F,College
5640,53,M,Technician
5641,43,F,Technician
5642,19,M,Student
5643,53,F,Educator
5644,36,F,College
5645,43,M,Artist
5646,36,M,College
5647,36,M,Educator
5648,43,M,Technician
5649,36,F,College
5650,53,F,Programmer
5651,43,F,Doctor
5652,36,M,Other
5653,68,M,Educator
5654,43,M,College
5655,43,F,Doctor
5656,43,M,Scientist
5657,68,M,Sales
5658,74,M,Other
5659,43,M,Other
5660,43,M,Artist
5661,43,F,Scientist
5662,19,M,Student
5663,53,F,Writer
5664,36,M,College
5665,36,M,College
5666,36,M,Self-employed
5667,53,M,Executive
5668,43,F,Administrator
5669,74,M,Educator
5670,36,M,College
5671,43,M,Educator
5672,43,F,College
5673,53,F,Educator
5674,53,M,Executive
5675,53,M,Sales
5676,43,M,Writer
5677,43,M,Educator
5678,53,M,Technician
5679,53,M,Artist
5680,68,M,Writer
5681,43,F,Executive
5682,36,M,Other
5683,36,F,Homemaker
5684,36,M,Self-employed
5685,43,M,Technician
5686,74,M,Self-employed
5687,19,F,Other
5688,36,F,College
5689,43,M,Other
5690,36,M,College
5691,53,M,Sales
5692,43,F,Executive
5693,43,F,College
5694,43,F,Programmer
5695,53,F,Administrator
5696,43,F,Sales
5697,43,M,Other
5698,53,M,Sales
5699,53,M,Scientist
5700,36,F,Sales
5701,43,M,Executive
5702,36,M,Other
5703,74,M,Educator
5704,36,F,College
5705,36,F,College
5706,36,M,Technician
5707,43,M,Programmer
5708,53,M,Educator
5709,36,M,College
5710,43,M,Scientist
5711,43,M,Executive
5712,53,M,Educator
5713,68,F,Executive
5714,53,M,Artist
5715,36,M,College
5716,19,M,Student
5717,43,M,Other
5718,53,F,Sales
5719,74,M,Executive
5720,43,M,Other
5721,63,M,Lawyer
5722,43,M,Writer
5723,36,M,Programmer
5724,43,M,Scientist
5725,36,M,Artist
5726,43,M,Educator
5727,43,M,College
5728,53,F,Writer
5729,36,M,Student
5730,36,M,Other
5731,43,F,Lawyer
5732,43,F,Lawyer
5733,43,M,College
5734,43,F,Sales
5735,43,M,Doctor
5736,43,M,Educator
5737,63,M,Scientist
5738,43,M,Programmer
5739,43,M,Executive
5740,43,M,Educator
5741,68,M,Retired
5742,43,F,Programmer
5743,53,F,Other
5744,43,F,College
5745,36,F,College
5746,36,M,Scientist
5747,43,M,Other
5748,43,M,Other
5749,43,M,Artist
5750,36,M,Educator
5751,19,F,Other
5752,74,F,Other
5753,36,M,Technician
5754,36,F,Educator
5755,53,F,Artist
5756,19,F,Student
5757,19,M,Student
5758,68,F,Educator
5759,43,F,Educator
5760,36,M,Programmer
5761,43,M,Writer
5762,53,F,Doctor
5763,43,F,Educator
5764,68,F,Programmer
5765,43,M,Lawyer
5766,74,M,Sales
5767,43,M,Artist
5768,19,F,Executive
5769,63,M,Sales
5770,43,M,Other
5771,43,M,Executive
5772,53,M,Executive
5773,43,M,Doctor
5774,36,M,College
5775,43,M,Lawyer
5776,36,M,Programmer
5777,19,M,Other
5778,53,M,Programmer
5779,43,M,Customer Service
5780,36,M,Technician
5781,43,M,Artist
5782,53,F,Other
5783,63,F,Educator
5784,36,M,Student
5785,43,F,Executive
5786,43,M,Doctor
5787,43,M,Writer
5788,43,M,Other
5789,43,M,Technician
5790,53,F,Other
5791,36,M,College
5792,43,M,Technician
5793,43,M,Artist
5794,53,M,Technician
5795,43,M,Educator
5796,43,F,Executive
5797,43,M,Executive
5798,53,M,Other
5799,43,M,Customer Service
5800,53,M,Tradesman
5801,43,M,Self-employed
5802,43,F,Other
5803,19,M,Student
5804,53,F,Executive
5805,43,F,Other
5806,68,F,Educator
5807,53,M,Executive
5808,43,F,Executive
5809,43,M,Executive
5810,68,M,Self-employed
5811,36,M,College
5812,43,F,Executive
5813,43,M,Executive
5814,43,M,Other
5815,43,M,Writer
5816,43,M,Other
5817,43,M,Technician
5818,43,M,College
5819,68,M,Doctor
5820,63,M,Other
5821,43,M,Scientist
5822,53,F,College
5823,43,M,Programmer
5824,36,M,Programmer
5825,43,F,College
5826,36,M,College
5827,43,M,Artist
5828,43,M,Technician
5829,43,F,College
5830,36,F,College
5831,43,M,Educator
5832,43,F,Other
5833,53,F,Other
5834,74,M,Self-employed
5835,53,F,Other
5836,43,M,Other
5837,43,M,Executive
5838,63,F,Executive
5839,43,M,Educator
5840,19,F,Other
5841,53,F,Executive
5842,43,M,College
5843,53,M,Educator
5844,19,F,Student
5845,43,F,Administrator
5846,63,M,Self-employed
5847,36,F,College
5848,68,M,Writer
5849,53,M,Technician
5850,43,F,Executive
5851,36,F,Writer
5852,43,F,Educator
5853,68,M,Unemployed
5854,63,M,Executive
5855,68,M,Executive
5856,43,F,Executive
5857,63,F,Artist
5858,43,M,College
5859,43,M,Executive
5860,43,F,College
5861,68,F,Educator
5862,43,F,Homemaker
5863,43,F,Sales
5864,68,F,Educator
5865,43,M,Technician
5866,43,F,Doctor
5867,63,F,Administrator
5868,53,M,Sales
5869,43,F,Executive
5870,43,M,Sales
5871,43,F,College
5872,43,M,Technician
5873,36,M,Programmer
5874,43,M,College
5875,43,M,College
5876,68,M,Executive
5877,36,M,Programmer
5878,43,F,Other
5879,53,M,Executive
5880,43,M,Educator
5881,53,M,Technician
5882,53,M,Executive
5883,36,F,Other
5884,36,M,College
5885,43,M,Educator
5886,43,M,Writer
5887,53,F,Writer
5888,43,M,Writer
5889,68,M,Writer
5890,53,M,Writer
5891,36,M,College
5892,63,M,Artist
5893,43,M,Executive
5894,53,M,Other
5895,43,M,Educator
5896,43,M,Other
5897,43,M,Writer
5898,36,F,Other
5899,53,M,Technician
5900,43,M,Executive
5901,53,F,Executive
5902,68,M,Self-employed
5903,43,M,Lawyer
5904,63,F,Programmer
5905,53,F,Writer
5906,36,F,College
5907,43,M,Artist
5908,43,M,College
5909,36,M,Writer
5910,63,F,Writer
5911,43,F,Technician
5912,43,M,Educator
5913,36,F,Other
5914,53,M,Artist
5915,36,M,College
5916,68,M,Writer
5917,68,F,Educator
5918,43,M,Programmer
5919,36,M,Other
5920,43,F,Educator
5921,43,M,Doctor
5922,74,M,Administrator
5923,43,M,Executive
5924,53,M,Other
5925,43,F,Other
5926,68,F,Executive
5927,53,M,Sales
5928,63,M,Educator
5929,53,F,Other
5930,53,F,Technician
5931,36,F,Executive
5932,36,M,Sales
5933,43,M,Artist
5934,43,M,Sales
5935,36,M,Other
5936,36,M,College
5937,43,M,Programmer
5938,43,M,Educator
5939,63,F,Scientist
5940,68,M,Programmer
5941,43,F,Other
5942,63,M,Educator
5943,63,F,Educator
5944,36,F,Student
5945,53,F,Artist
5946,74,F,Educator
5947,63,F,Self-employed
5948,74,M,Retired
5949,36,M,Technician
5950,43,M,College
5951,36,M,College
5952,63,F,Educator
5953,19,M,Student
5954,63,M,Lawyer
5955,43,F,Executive
5956,36,F,College
5957,36,M,Writer
5958,63,M,Sales
5959,36,F,College
5960,63,F,Other
5961,63,F,Other
5962,53,M,Executive
5963,43,M,Scientist
5964,36,M,Customer Service
5965,43,M,Technician
5966,53,F,Homemaker
5967,68,M,Self-employed
5968,74,M,Executive
5969,63,M,Retired
5970,53,M,Lawyer
5971,53,M,Executive
5972,43,F,Writer
5973,19,M,Student
5974,43,F,Educator
5975,43,M,Sales
5976,43,F,Educator
5977,53,M,Educator
5978,53,M,Educator
5979,43,M,Educator
5980,74,M,Educator
5981,53,M,Executive
5982,53,M,Educator
5983,43,M,Administrator
5984,43,M,Educator
5985,36,F,College
5986,74,F,Educator
5987,43,M,Self-employed
5988,43,M,Scientist
5989,19,F,Student
5990,43,F,Writer
5991,53,F,Writer
5992,36,F,College
5993,68,F,Writer
5994,53,M,Educator
5995,53,F,Educator
5996,43,F,Other
5997,43,F,Executive
5998,36,M,College
5999,43,F,Educator
6000,63,M,Technician
6001,43,F,Executive
6002,68,M,Other
6003,63,F,Technician
6004,43,F,Scientist
6005,43,F,Customer Service
6006,19,F,Other
6007,53,M,Technician
6008,36,M,College
6009,43,F,Programmer
6010,53,M,Other
6011,53,M,Scientist
6012,53,M,Scientist
6013,43,F,Writer
6014,63,M,Educator
6015,43,F,Homemaker
6016,63,M,Educator
6017,53,F,Executive
6018,53,M,Educator
6019,43,M,Other
6020,68,M,Self-employed
6021,43,M,Programmer
6022,43,M,Technician
6023,43,M,Other
6024,43,M,Programmer
6025,43,F,Educator
6026,53,M,Doctor
6027,36,M,College
6028,36,M,College
6029,43,F,Educator
6030,43,M,Technician
6031,36,F,Other
6032,63,M,Executive
6033,68,M,Retired
6034,43,M,Sales
6035,43,F,Educator
6036,43,F,Scientist
6037,63,F,Educator
6038,74,F,Educator
6039,63,F,Other
6040,43,M,Doctor
6041,19,F,Student
6042,74,M,Self-employed
6043,43,M,Scientist
6044,63,M,Executive
6045,43,M,Writer
6046,68,F,Homemaker
6047,53,M,Educator
6048,43,M,Programmer
6049,43,M,Technician
6050,53,F,Educator
6051,43,F,Educator
6052,43,M,Programmer
6053,63,M,Educator
6054,53,M,Other
6055,43,M,Executive
6056,53,F,Other
6057,68,M,Educator
6058,36,F,Administrator
6059,19,M,Student
6060,43,M,Sales
6061,36,M,Self-employed
6062,36,M,Scientist
6063,53,M,Other
6064,43,F,Executive
6065,36,M,College
6066,43,M,Executive
6067,43,M,Lawyer
6068,43,F,Educator
6069,53,M,Executive
6070,53,F,Executive
6071,74,M,Executive
6072,43,F,Other
6073,63,M,Administrator
6074,36,F,Other
6075,63,M,Educator
6076,43,M,Administrator
6077,43,F,Homemaker
6078,36,F,College
6079,36,M,College
6080,63,M,Other
6081,36,F,College
6082,43,M,Farmer
6083,43,M,Programmer
6084,63,M,Technician
6085,63,F,Self-employed
6086,36,M,Unemployed
6087,36,M,College
6088,43,M,College
6089,36,M,Programmer
6090,43,F,Artist
6091,19,F,Student
6092,36,M,College
6093,43,M,Other
6094,68,M,Educator
6095,53,F,Programmer
6096,53,M,Writer
6097,36,M,Unemployed
6098,43,M,Artist
6099,68,F,Educator
6100,68,M,Educator
6101,43,M,Technician
6102,53,F,Administrator
6103,36,M,College
6104,36,M,Educator
6105,53,M,Programmer
6106,43,M,Tradesman
6107,68,F,Customer Service
6108,36,M,College
6109,43,F,Educator
6110,36,M,College
6111,43,M,Sales
6112,63,F,Other
6113,36,M,College
6114,53,M,Sales
6115,19,F,Student
6116,53,M,Executive
6117,36,M,College
6118,63,F,Educator
6119,63,F,Other
6120,74,M,Educator
6121,43,F,Other
6122,43,M,Technician
6123,43,F,Artist
6124,36,M,College
6125,36,M,College
6126,19,F,Student
6127,43,M,Sales
6128,63,F,Educator
6129,74,F,Homemaker
6130,74,M,Retired
6131,53,M,Executive
6132,36,F,College
6133,43,M,Technician
6134,43,M,Technician
6135,63,M,Other
6136,43,F,Self-employed
6137,53,F,Administrator
6138,53,F,Executive
6139,19,F,Student
6140,53,M,Technician
6141,36,F,Administrator
6142,53,M,Unemployed
6143,63,M,Executive
6144,43,M,Programmer
6145,63,M,Programmer
6146,53,F,Lawyer
6147,63,M,Tradesman
6148,43,M,Programmer
6149,63,M,Scientist
6150,43,M,Artist
6151,53,M,Scientist
6152,43,M,Self-employed
6153,36,M,Programmer
6154,43,F,Artist
6155,43,M,Technician
6156,43,M,Technician
6157,43,M,Technician
6158,53,M,Technician
6159,19,F,Student
6160,43,M,Lawyer
6161,53,M,Executive
6162,36,F,College
6163,53,M,Homemaker
6164,74,M,Executive
6165,63,M,Sales
6166,36,M,Homemaker
6167,63,F,Administrator
6168,74,M,Doctor
6169,43,M,Lawyer
6170,53,M,Technician
6171,36,M,College
6172,43,M,Technician
6173,43,F,Other
6174,43,M,Other
6175,36,M,College
6176,36,M,Artist
6177,63,F,Doctor
6178,36,M,Writer
6179,43,F,Writer
6180,53,F,Educator
6181,53,M,Retired
6182,43,M,Executive
6183,36,M,Administrator
6184,43,M,Technician
6185,36,M,College
6186,53,F,Writer
6187,36,M,College
6188,68,M,Technician
6189,43,M,Educator
6190,53,M,Executive
6191,43,F,Writer
6192,36,M,College
6193,19,M,Student
6194,68,M,Writer
6195,53,M,Programmer
6196,63,F,Executive
6197,53,M,Self-employed
6198,74,M,Executive
6199,63,F,Other
6200,53,M,Executive
6201,63,M,Self-employed
6202,36,F,College
6203,36,M,College
6204,74,F,Retired
6205,36,M,Self-employed
6206,36,M,College
6207,43,F,Lawyer
6208,68,F,Other
6209,43,M,Executive
6210,43,M,Lawyer
6211,68,F,Technician
6212,43,M,Administrator
6213,43,M,Other
6214,43,M,Self-employed
6215,43,F,Artist
6216,36,F,Administrator
6217,68,M,Educator
6218,74,M,Technician
6219,43,M,Other
6220,63,M,Programmer
6221,36,M,Technician
6222,36,M,College
6223,63,F,Educator
6224,43,F,Other
6225,63,M,Other
6226,36,M,Customer Service
6227,63,F,Educator
6228,74,M,Self-employed
6229,36,M,Other
6230,43,M,Technician
6231,36,M,College
6232,36,M,Educator
6233,63,F,Scientist
6234,19,F,Student
6235,43,M,Programmer
6236,53,F,Homemaker
6237,36,M,Sales
6238,43,M,Programmer
6239,36,M,College
6240,36,F,College
6241,53,F,Artist
6242,36,M,College
6243,36,F,College
6244,43,M,Executive
6245,53,M,Programmer
6246,43,M,Technician
6247,43,M,Programmer
6248,53,M,Technician
6249,53,M,Educator
6250,19,F,Student
6251,63,M,Technician
6252,43,M,Self-employed
6253,36,F,College
6254,36,M,Writer
6255,53,M,Sales
6256,63,M,Retired
6257,36,M,College
6258,53,M,Sales
6259,43,F,College
6260,43,M,Programmer
6261,43,F,Other
6262,43,M,Educator
6263,43,M,Technician
6264,36,F,College
6265,43,M,Executive
6266,53,M,Educator
6267,53,M,Writer
6268,43,M,Scientist
6269,36,M,Student
6270,63,M,Educator
6271,43,M,Administrator
6272,43,M,Writer
6273,63,F,Writer
6274,53,M,Executive
6275,43,M,Other
6276,43,M,Customer Service
6277,43,M,Doctor
6278,68,F,Executive
6279,36,M,Unemployed
6280,68,M,Technician
6281,53,M,Writer
6282,36,F,College
6283,43,M,Self-employed
6284,68,M,Executive
6285,53,M,Self-employed
6286,36,F,College
6287,43,M,Technician
6288,36,M,Technician
6289,36,F,Sales
6290,53,M,Self-employed
6291,74,M,Technician
6292,43,M,Programmer
6293,43,F,Lawyer
6294,53,M,Technician
6295,53,M,Other
6296,63,M,Self-employed
6297,36,M,Tradesman
6298,43,M,Executive
6299,43,M,Educator
6300,36,M,Unemployed
6301,43,M,Writer
6302,43,F,Educator
6303,43,F,Executive
6304,53,M,Other
6305,53,F,Executive
6306,53,M,Lawyer
6307,63,M,Programmer
6308,36,F,Programmer
6309,43,M,Artist
6310,68,M,Sales
6311,36,M,College
6312,36,M,Other
6313,36,M,College
6314,36,M,College
6315,43,M,Other
6316,63,M,Self-employed
6317,53,F,Educator
6318,63,M,Tradesman
6319,43,M,Sales
6320,68,M,Executive
6321,53,F,Other
6322,43,M,Technician
6323,43,M,Other
6324,43,M,Programmer
6325,53,F,Other
6326,43,M,Educator
6327,68,M,Retired
6328,43,F,Programmer
6329,43,F,Other
6330,43,F,Writer
6331,53,M,Programmer
6332,53,M,Executive
6333,74,M,Educator
6334,63,F,Homemaker
6335,36,M,Other
6336,68,M,Customer Service
6337,36,M,Artist
6338,36,F,College
6339,43,M,Programmer
6340,43,M,Executive
6341,36,M,College
6342,36,M,College
6343,43,M,Executive
6344,43,M,Other
6345,36,F,Other
6346,36,M,Other
6347,68,M,Self-employed
6348,43,M,Artist
6349,43,M,College
6350,36,F,College
6351,36,M,College
6352,68,F,Artist
6353,36,F,College
6354,74,F,Homemaker
6355,74,F,Educator
6356,74,M,Retired
6357,53,M,Executive
6358,74,F,Retired
6359,68,F,Doctor
6360,53,M,Doctor
6361,36,M,College
6362,74,M,Technician
6363,63,M,Programmer
6364,53,M,Technician
6365,68,F,Administrator
6366,68,M,Lawyer
6367,53,M,Tradesman
6368,53,M,Programmer
6369,53,M,Executive
6370,74,M,Executive
6371,43,M,Executive
6372,68,M,Educator
6373,53,M,Artist
6374,74,F,Artist
6375,53,M,Tradesman
6376,36,M,Other
6377,36,M,Unemployed
6378,53,M,Executive
6379,68,M,Executive
6380,43,F,Administrator
6381,74,F,Retired
6382,36,M,Programmer
6383,53,F,Administrator
6384,53,M,Sales
6385,43,M,Programmer
6386,43,F,Other
6387,74,F,Educator
6388,68,M,Executive
6389,19,M,Student
6390,63,M,Writer
6391,36,M,College
6392,36,M,College
6393,53,F,Executive
6394,53,M,Educator
6395,36,M,Administrator
6396,74,M,Writer
6397,36,M,Other
6398,74,F,Educator
6399,43,M,Technician
6400,53,M,Technician
6401,43,F,Sales
6402,53,M,Writer
6403,36,M,Student
6404,53,F,Educator
6405,36,F,College
6406,68,M,Scientist
6407,68,M,Programmer
6408,43,M,Other
6409,53,M,Educator
6410,36,M,Technician
6411,36,M,College
6412,36,F,College
6413,43,F,Artist
6414,53,F,Sales
6415,43,M,Artist
6416,53,M,Educator
6417,43,M,Technician
6418,36,F,Other
6419,53,F,Educator
6420,43,M,Artist
6421,53,M,Technician
6422,53,F,Writer
6423,43,F,Executive
6424,43,M,Lawyer
6425,43,M,Doctor
6426,43,M,Other
6427,53,F,Executive
6428,43,F,Other
6429,43,M,Doctor
6430,43,M,College
6431,63,M,Lawyer
6432,36,M,Executive
6433,53,M,Technician
6434,36,M,Other
6435,36,M,Customer Service
6436,43,M,Educator
6437,53,M,Technician
6438,43,M,Technician
6439,53,F,Doctor
6440,36,F,Administrator
6441,36,M,Other
6442,43,M,Lawyer
6443,36,M,College
6444,36,M,College
6445,74,M,Educator
6446,43,M,Writer
6447,36,M,Technician
6448,43,M,Lawyer
6449,36,M,Programmer
6450,43,F,Educator
6451,63,F,Educator
6452,53,M,Scientist
6453,43,M,Lawyer
6454,43,M,Other
6455,53,F,Other
6456,63,M,Sales
6457,43,F,Other
6458,43,F,Administrator
6459,36,M,Administrator
6460,53,M,Educator
6461,63,F,Administrator
6462,74,M,Technician
6463,36,M,College
6464,43,M,Technician
6465,43,M,Programmer
6466,36,M,College
6467,53,M,Programmer
6468,36,F,College
6469,36,M,Other
6470,36,F,Student
6471,36,M,Student
6472,63,M,Self-employed
6473,68,M,Doctor
6474,63,F,Administrator
6475,43,M,Executive
6476,36,M,College
6477,53,M,Technician
6478,36,M,Lawyer
6479,53,M,Sales
6480,74,M,Educator
6481,53,M,Educator
6482,43,M,Educator
6483,43,M,Administrator
6484,74,M,Other
6485,63,M,Programmer
6486,68,F,Other
6487,63,F,Lawyer
6488,43,M,Technician
6489,43,M,Executive
6490,63,M,Educator
6491,74,M,Retired
6492,68,M,Technician
6493,36,M,College
6494,43,M,Writer
6495,53,F,Artist
6496,53,M,Other
6497,36,M,College
6498,68,M,Self-employed
6499,36,F,College
6500,63,M,Tradesman
6501,68,M,Executive
6502,36,M,Self-employed
6503,43,M,Executive
6504,36,F,College
6505,36,M,Unemployed
6506,43,M,Customer Service
6507,53,F,Administrator
6508,19,F,Student
6509,53,M,Doctor
6510,19,F,Student
6511,53,M,Executive
6512,53,M,Other
6513,36,F,College
6514,43,M,Technician
6515,43,F,Artist
6516,53,M,Other
6517,53,M,Sales
6518,68,M,Self-employed
6519,43,M,Programmer
6520,36,F,College
6521,63,M,Executive
6522,43,M,Sales
6523,36,M,Programmer
6524,19,F,Student
6525,74,M,Executive
6526,74,M,Other
6527,53,F,Technician
6528,43,M,Programmer
6529,36,M,College
6530,19,M,Student
6531,36,M,College
6532,43,M,Programmer
6533,68,M,Executive
6534,53,F,Other
6535,36,M,Student
6536,36,M,College
6537,43,F,Technician
6538,53,M,Technician
6539,43,F,Educator
6540,36,F,Artist
6541,43,M,Artist
6542,53,M,Doctor
6543,53,M,Lawyer
6544,43,M,Artist
6545,53,M,Technician
6546,43,M,Self-employed
6547,43,F,Other
6548,43,M,Programmer
6549,43,M,Artist
6550,36,M,Programmer
6551,63,F,College
6552,53,M,Other
6553,43,M,Other
6554,43,M,Artist
6555,43,M,Educator
6556,74,F,Sales
6557,43,F,Sales
6558,53,F,Programmer
6559,53,F,Sales
6560,53,F,Writer
6561,74,M,Executive
6562,43,M,Programmer
6563,68,M,Executive
6564,36,M,Other
6565,53,M,Doctor
6566,63,M,Technician
6567,43,F,Artist
6568,36,F,Technician
6569,53,M,Programmer
6570,43,M,Artist
6571,36,F,Sales
6572,43,M,Executive
6573,43,M,Programmer
6574,43,M,Scientist
6575,53,M,Doctor
6576,43,M,Writer
6577,63,M,Sales
6578,74,M,Self-employed
6579,43,M,Artist
6580,36,M,Educator
6581,36,F,College
6582,36,M,College
6583,43,M,Customer Service
6584,53,M,Programmer
6585,53,M,Technician
6586,43,F,Other
6587,53,M,Programmer
6588,53,F,Self-employed
6589,43,M,Doctor
6590,63,M,Farmer
6591,53,M,Writer
6592,68,M,Tradesman
6593,43,M,Artist
6594,43,M,Programmer
6595,36,M,College
6596,43,F,Homemaker
6597,74,M,Educator
6598,53,M,Writer
6599,43,F,Executive
6600,63,M,Scientist
6601,36,F,Sales
6602,53,M,Writer
6603,43,M,College
6604,63,M,Educator
6605,43,M,Self-employed
6606,43,M,Technician
6607,53,M,Writer
6608,68,F,Technician
6609,36,F,College
6610,43,M,College
6611,68,M,Customer Service
6612,36,M,College
6613,53,F,Artist
6614,43,M,Unemployed
6615,43,M,Programmer
6616,63,F,Scientist
6617,53,M,Other
6618,36,M,Technician
6619,43,M,Customer Service
6620,19,M,Student
6621,68,M,Sales
6622,36,M,College
6623,43,F,Other
6624,43,F,Other
6625,36,M,Educator
6626,53,M,Sales
6627,43,M,Writer
6628,43,F,Lawyer
6629,36,M,Artist
6630,53,F,Doctor
6631,43,M,Other
6632,36,M,Other
6633,68,F,Educator
6634,74,F,Retired
6635,43,M,Executive
6636,43,F,Educator
6637,53,M,Programmer
6638,53,M,Executive
6639,68,M,Doctor
6640,53,M,Technician
6641,36,F,Writer
6642,74,F,Doctor
6643,43,F,Doctor
6644,63,M,Technician
6645,36,F,College
6646,19,F,Student
6647,43,M,Other
6648,36,M,College
6649,43,M,Executive
6650,43,M,College
6651,53,M,Other
6652,68,M,Executive
6653,53,M,Writer
6654,53,M,Educator
6655,68,M,Technician
6656,43,M,Executive
6657,43,F,Executive
6658,43,M,Other
6659,36,F,Educator
6660,36,M,Other
6661,36,M,College
6662,43,M,Other
6663,43,M,Technician
6664,43,M,Educator
6665,53,F,Programmer
6666,36,M,College
6667,68,M,Artist
6668,53,F,Other
6669,19,F,Student
6670,53,F,Sales
6671,53,M,Technician
6672,63,M,Technician
6673,43,M,Technician
6674,19,F,Student
6675,74,M,Technician
6676,36,M,Writer
6677,53,M,Programmer
6678,43,M,Doctor
6679,63,M,Technician
6680,36,M,College
6681,53,F,Other
6682,53,F,Educator
6683,43,M,Artist
6684,43,M,Writer
6685,53,M,Writer
6686,53,M,Executive
6687,53,M,Programmer
6688,43,F,Programmer
6689,43,M,College
6690,43,M,Technician
6691,53,M,Executive
6692,36,M,Writer
6693,74,M,Retired
6694,68,M,Executive
6695,43,F,Artist
6696,63,F,Self-employed
6697,68,F,Retired
6698,43,F,Other
6699,43,F,Other
6700,63,M,Self-employed
6701,63,M,Educator
6702,36,M,College
6703,43,F,Executive
6704,53,M,Tradesman
6705,36,M,Artist
6706,36,F,Other
6707,43,M,Tradesman
6708,43,F,Administrator
6709,43,M,Technician
6710,43,M,Programmer
6711,36,M,College
6712,53,M,Executive
6713,43,M,Writer
6714,43,M,Technician
6715,43,M,Writer
6716,36,M,Self-employed
6717,68,M,Artist
6718,43,M,Other
6719,53,M,Self-employed
6720,43,M,Programmer
6721,53,M,Executive
6722,43,M,College
6723,43,M,College
6724,43,M,College
6725,43,M,College
6726,36,M,College
6727,43,F,Executive
6728,74,M,Retired
6729,68,F,Other
6730,43,M,Programmer
6731,53,M,Lawyer
6732,43,F,Other
6733,53,M,Programmer
6734,36,M,College
6735,36,F,Educator
6736,43,M,Programmer
6737,68,F,Doctor
6738,36,M,College
6739,36,M,Other
6740,68,M,Technician
6741,36,F,College
6742,53,M,Executive
6743,74,F,Educator
6744,53,F,Farmer
6745,43,M,College
6746,53,M,Writer
6747,53,M,Executive
6748,43,M,Other
6749,36,M,Other
6750,43,M,Writer
6751,43,M,Tradesman
6752,43,M,Other
6753,53,M,Executive
6754,36,M,College
6755,36,M,Other
6756,36,M,College
6757,43,M,Lawyer
6758,36,M,Artist
6759,19,M,Other
6760,36,M,Other
6761,53,F,Homemaker
6762,43,M,Programmer
6763,43,M,Programmer
6764,68,M,Retired
6765,74,M,Lawyer
6766,43,F,Homemaker
6767,53,M,Lawyer
6768,43,M,Doctor
6769,53,M,Programmer
6770,43,M,Other
6771,63,M,Administrator
6772,43,M,Executive
6773,53,M,Self-employed
6774,43,M,Executive
6775,43,M,Sales
6776,36,M,Programmer
6777,19,M,Unemployed
6778,36,M,Technician
6779,53,M,Programmer
6780,43,M,Sales
6781,43,M,Customer Service
6782,36,M,Other
6783,19,F,Artist
6784,43,M,Technician
6785,19,M,Student
6786,36,F,Unemployed
6787,36,M,College
6788,43,M,Other
6789,53,M,Tradesman
6790,53,F,Homemaker
6791,43,F,Technician
6792,43,F,Administrator
6793,19,M,Student
6794,53,M,Executive
6795,53,F,Other
6796,53,M,Other
6797,43,M,Programmer
6798,53,M,Executive
6799,74,F,Administrator
6800,74,M,Scientist
6801,36,M,Executive
6802,19,M,Student
6803,36,M,Student
6804,36,M,Writer
6805,43,M,Technician
6806,43,F,Executive
6807,43,M,Programmer
6808,43,M,Programmer
6809,63,M,Technician
6810,36,M,College
6811,68,F,Educator
6812,36,M,Programmer
6813,43,M,Doctor
6814,36,M,College
6815,19,M,Technician
6816,43,F,Administrator
6817,36,M,Unemployed
6818,36,M,Technician
